Issue key,Issue id,Status,Reporter,Created_x,Due Date,Resolved,Customer,Type of Request,time_on_codebusters,time_outside_codebusters,comminicate_created
CI-6718,384572,Closed,ccasper,2022-04-12 10:57:00,15/Apr/22 12:00 AM,2022-04-19 15:42:00,i:FAO,Service Request (SR),9826.0,539.0000000000001,2022-04-13 14:27:00
CI-6531,373240,Closed,guinoo,2022-03-04 04:52:00,10/Mar/22 12:00 AM,2022-04-20 04:06:00,Ineos,Service Request (SR),22873.0,25789.0,2022-04-19 10:53:00
CI-6700,383748,Closed,nsanchez,2022-04-07 13:39:00,12/Apr/22 12:00 AM,2022-04-20 09:14:00,TUI AG,Incident Request (IR),16866.000000000004,7082.0,2022-04-20 08:44:00
CI-6511,372560,Closed,nsanchez,2022-03-01 13:54:00,07/Mar/22 12:00 AM,2022-04-20 09:15:00,Allianz,Service Request (SR),22848.0,48885.0,2022-04-20 08:21:00
CI-6510,372531,Closed,nsanchez,2022-03-01 12:36:00,07/Mar/22 12:00 AM,2022-04-20 09:15:00,Allianz,Service Request (SR),29775.0,42025.0,2022-04-20 08:21:00
CI-6377,367534,Closed,guinoo,2022-02-07 05:26:00,14/Feb/22 12:00 AM,2022-04-20 10:01:00,CMS Hasche Sigle,Service Request (SR),51333.0,52622.0,2022-03-30 16:29:00
CI-6698,383705,Closed,nsanchez,2022-04-07 11:26:00,13/Apr/22 12:00 AM,2022-04-21 12:08:00,Endress Hauser,Service Request (SR),8069.000000000001,531.0000000000001,2022-04-12 05:11:00
CI-6583,374716,Closed,klippert,2022-03-10 12:09:00,11/Mar/22 12:00 AM,2022-04-21 12:19:00,Rheinmetall,Service Request (SR),59099.0,1391.0,2022-04-21 12:16:00
CI-6678,382442,Closed,aruizrobles,2022-03-31 14:04:00,08/Apr/22 12:00 AM,2022-04-21 17:41:00,Amadeus Pre Sales Demos,Service Request (SR),30136.0,321.0,2022-04-21 14:08:00
CI-6685,383024,Closed,aruizrobles,2022-04-04 12:52:00,11/Apr/22 12:00 AM,2022-04-21 18:00:00,Numiga,Service Request (SR),24597.0,191.0,2022-04-21 14:49:00
CI-6635,376866,Closed,guinoo,2022-03-22 02:45:00,25/Mar/22 12:00 AM,2022-04-22 09:04:00,msg systems,Service Request (SR),30600.0,15361.0,2022-04-08 08:34:00
CI-6696,383572,Closed,aruizrobles,2022-04-06 15:53:00,13/Apr/22 12:00 AM,2022-04-25 12:52:00,Numiga,Service Request (SR),26637.0,542.0000000000001,2022-04-25 12:13:00
CI-6687,383130,Closed,aruizrobles,2022-04-04 17:39:00,11/Apr/22 12:00 AM,2022-04-25 12:52:00,Numiga,Service Request (SR),23586.0,6367.0,2022-04-25 12:12:00
CI-6518,372926,Closed,ssanz,2022-03-02 15:51:00,09/Mar/22 12:00 AM,2022-04-25 16:30:00,Allianz,Service Request (SR),38898.0,38901.0,2022-04-25 12:28:00
CI-6590,375039,Closed,ssanz,2022-03-11 14:26:00,18/Mar/22 12:00 AM,2022-04-26 14:52:00,Egis,Service Request (SR),62163.0,2479.0,2022-04-05 17:43:00
CI-6697,383596,Closed,ngraf,2022-04-06 17:51:00,07/Apr/22 12:00 AM,2022-04-26 15:22:00,Rheinmetall,Incident Request (IR),23591.0,17654.0,2022-04-19 08:29:00
CI-6588,374955,Closed,nsanchez,2022-03-11 11:56:00,21/Mar/22 12:00 AM,2022-04-28 09:14:00,OBB,Service Request (SR),40291.0,28667.0,2022-04-08 11:40:00
CI-6677,382421,Closed,ssanz,2022-03-31 12:19:00,07/Apr/22 12:00 AM,2022-04-28 15:42:00,ArcelorMittal,Service Request (SR),30752.0,9774.0,2022-04-20 10:15:00
CI-6601,375615,Closed,aklabisz,2022-03-15 13:39:00,22/Mar/22 12:00 AM,2022-04-28 16:44:00,TeamBank AG,Service Request (SR),18609.0,44936.0,2022-03-29 09:17:00
CI-6604,375816,Closed,guinoo,2022-03-16 03:22:00,23/Mar/22 12:00 AM,2022-04-29 06:43:00,FBT-First Business Travel,Service Request (SR),31329.000000000004,32232.000000000004,2022-04-25 12:30:00
CI-6624,376335,Closed,guinoo,2022-03-18 02:06:00,13/Apr/22 12:00 AM,2022-04-29 06:44:00,Continental,Service Request (SR),47118.0,13640.0,2022-04-13 14:03:00
CI-6760,387176,Closed,guinoo,2022-04-28 05:18:00,29/Apr/22 12:00 AM,2022-04-29 10:54:00,MFTBC,Service Request (SR),1776.0,23.0,2022-04-29 10:43:00
CI-6729,385368,Closed,yutaka,2022-04-18 06:48:00,29/Apr/22 12:00 AM,2022-05-03 09:33:00,Rheinmetall,Incident Request (IR),20758.0,1007.0000000000001,2022-05-02 16:46:00
CI-6714,384481,Closed,yutaka,2022-04-12 04:17:00,15/Apr/22 12:00 AM,2022-05-04 02:54:00,VW,Service Request (SR),31597.000000000004,0.0,2022-05-04 02:54:00
CI-6586,374847,Closed,guinoo,2022-03-11 01:16:00,17/Mar/22 12:00 AM,2022-05-04 02:55:00,Ineos,Service Request (SR),45509.0,37618.0,2022-04-19 09:58:00
CI-6603,375814,Closed,guinoo,2022-03-16 03:04:00,23/Mar/22 12:00 AM,2022-05-04 02:59:00,FBT-First Business Travel,Service Request (SR),51408.0,19147.0,2022-04-27 10:16:00
CI-6717,384560,Closed,aruizrobles,2022-04-12 10:37:00,19/Apr/22 12:00 AM,2022-05-04 10:36:00,Numiga,Service Request (SR),31285.000000000004,394.0,2022-05-04 10:00:00
CI-6787,387949,Closed,devries,2022-05-03 11:09:00,03/May/22 12:00 AM,2022-05-04 11:45:00,vegas,Service Request (SR),1476.0,0.0,2022-05-04 11:45:00
CI-6679,382456,Closed,nsanchez,2022-03-31 14:49:00,06/Apr/22 12:00 AM,2022-05-04 12:03:00,TUI AG,Service Request (SR),37009.0,13092.0,2022-05-04 09:58:00
CI-6709,384367,Closed,nsanchez,2022-04-11 11:30:00,21/Apr/22 12:00 AM,2022-05-04 16:05:00,msg systems,Service Request (SR),24692.0,220.0,2022-04-27 09:40:00
CI-6790,388135,Closed,guinoo,2022-05-04 06:16:00,11/May/22 12:00 AM,2022-05-05 01:04:00,Heidelberg Cement,Service Request (SR),90.0,1038.0000000000002,2022-05-04 07:46:00
CI-6411,368672,Closed,guinoo,2022-02-11 02:49:00,16/Feb/22 12:00 AM,2022-05-05 01:27:00,Endress Hauser,Service Request (SR),117532.0,1906.0,2022-05-04 10:04:00
CI-6761,387267,Closed,guinoo,2022-04-28 12:02:00,05/May/22 12:00 AM,2022-05-05 01:33:00,Enercon,Service Request (SR),8041.000000000001,1410.0,2022-05-04 02:04:00
CI-6689,383335,Closed,nsanchez,2022-04-05 16:56:00,14/Apr/22 12:00 AM,2022-05-05 11:03:00,Apleona,Service Request (SR),23973.0,18874.0,2022-05-05 11:03:00
CI-6775,387393,Closed,guinoo,2022-04-29 04:37:00,06/May/22 12:00 AM,2022-05-06 00:52:00,Amadeus,Service Request (SR),8482.000000000002,14.0,2022-05-04 02:59:00
CI-6739,386135,Closed,yutaka,2022-04-21 02:39:00,25/Apr/22 12:00 AM,2022-05-06 09:49:00,Burda,Incident Request (IR),17634.0,4396.0,2022-05-05 09:19:00
CI-6456,370172,Closed,salajan,2022-02-16 17:02:00,16/Feb/22 12:00 AM,2022-05-06 11:20:00,Amadeus,Incident Request (IR),113418.0,0.0,2022-05-06 11:20:00
CI-6666,381804,Closed,gheorghe,2022-03-29 14:35:00,01/Apr/22 12:00 AM,2022-05-06 16:23:00,Customer not yet listed,Service Request (SR),54827.0,1.0000000000000002,2022-05-06 16:22:00
CI-6715,384485,Closed,yutaka,2022-04-12 04:39:00,19/Apr/22 12:00 AM,2022-05-09 08:41:00,Amadeus,Service Request (SR),13866.0,25260.0,2022-04-21 20:16:00
CI-6748,386652,Closed,aruizrobles,2022-04-25 18:18:00,29/Apr/22 12:00 AM,2022-05-09 09:36:00,Numiga,Service Request (SR),19635.0,3.0,2022-05-09 09:33:00
CI-6606,375822,Closed,yutaka,2022-03-16 05:08:00,25/Mar/22 12:00 AM,2022-05-09 09:57:00,Vonovia,Service Request (SR),32395.000000000004,45654.0,2022-04-11 12:47:00
CI-6681,382542,Closed,yutaka,2022-04-01 02:49:00,08/Apr/22 12:00 AM,2022-05-09 10:08:00,Amadeus,Service Request (SR),133.00000000000003,55158.0,2022-04-01 03:56:00
CI-6712,384475,Closed,yutaka,2022-04-12 03:02:00,15/Apr/22 12:00 AM,2022-05-09 10:08:00,VW,Incident Request (IR),14724.0,24582.0,2022-04-22 08:39:00
CI-6684,382902,Closed,yutaka,2022-04-04 03:48:00,08/Apr/22 12:00 AM,2022-05-09 10:10:00,Hensoldt,Service Request (SR),22011.0,28771.0,2022-04-19 10:39:00
CI-6751,386748,Closed,nsanchez,2022-04-26 10:45:00,03/May/22 12:00 AM,2022-05-09 12:42:00,VW,Service Request (SR),17692.0,1145.0,2022-05-09 12:20:00
CI-6695,383551,Closed,ssanz,2022-04-06 14:32:00,13/Apr/22 12:00 AM,2022-05-09 14:40:00,Allianz,Incident Request (IR),41391.0,6137.0,2022-05-09 10:19:00
CI-6786,387946,Closed,aruizrobles,2022-05-03 10:56:00,10/May/22 12:00 AM,2022-05-09 16:09:00,Numiga,Service Request (SR),8765.0,188.0,2022-05-09 14:45:00
CI-6799,388621,Closed,aruizrobles,2022-05-05 17:48:00,12/May/22 12:00 AM,2022-05-09 17:39:00,Numiga,Service Request (SR),5649.0,102.0,2022-05-09 15:57:00
CI-6791,388158,Closed,guinoo,2022-05-04 07:59:00,06/May/22 12:00 AM,2022-05-10 05:11:00,ProcurX,Service Request (SR),8472.000000000002,0.0,2022-05-10 05:11:00
CI-6630,376729,Closed,hilbich,2022-03-21 14:11:00,21/Apr/22 12:00 AM,2022-05-10 09:00:00,Expense Development,Service Request (SR),50386.0,21303.0,2022-04-25 13:57:00
CI-6741,386223,Closed,nsanchez,2022-04-21 11:08:00,28/Apr/22 12:00 AM,2022-05-10 10:23:00,Universal Travel,Service Request (SR),27217.0,98.0,2022-05-10 09:20:00
CI-6704,384075,Closed,achattopadhyay,2022-04-08 15:52:00,19/Apr/22 12:00 AM,2022-05-10 13:07:00,Holtzbrink,Service Request (SR),17157.000000000004,28758.0,2022-04-22 09:05:00
CI-6758,387097,Closed,nsanchez,2022-04-27 15:00:00,04/May/22 12:00 AM,2022-05-10 13:31:00,Eberspacher,Service Request (SR),18604.0,27.0,2022-05-10 13:04:00
CI-6582,374685,Closed,ssanz,2022-03-10 11:11:00,15/Mar/22 12:00 AM,2022-05-10 19:16:00,Porsche,Incident Request (IR),59065.0,29262.0,2022-05-10 13:06:00
CI-6752,386765,Closed,aruizrobles,2022-04-26 11:53:00,03/May/22 12:00 AM,2022-05-11 13:51:00,Numiga,Service Request (SR),21586.0,132.00000000000003,2022-05-11 13:30:00
CI-6753,386778,Closed,aruizrobles,2022-04-26 12:29:00,03/May/22 12:00 AM,2022-05-11 13:52:00,Numiga,Service Request (SR),21236.0,447.0,2022-05-11 08:33:00
CI-6801,388737,Closed,guinoo,2022-05-06 11:38:00,12/May/22 12:00 AM,2022-05-12 01:01:00,Munckhof,Service Request (SR),6234.0,1769.0,2022-05-11 14:49:00
CI-6742,386365,Closed,yutaka,2022-04-22 01:07:00,29/Apr/22 12:00 AM,2022-05-12 08:51:00,Orange,Service Request (SR),20687.0,8597.000000000002,2022-05-06 09:44:00
CI-6823,389582,Closed,guinoo,2022-05-11 03:30:00,18/May/22 12:00 AM,2022-05-12 09:26:00,Continental,Service Request (SR),1796.0,0.0,2022-05-12 09:26:00
CI-6756,386901,Closed,guinoo,2022-04-27 03:18:00,03/May/22 12:00 AM,2022-05-12 09:32:00,Endress Hauser,Service Request (SR),18013.0,3961.0000000000005,2022-05-09 15:31:00
CI-6812,389309,Closed,hilbich,2022-05-10 09:05:00,17/May/22 12:00 AM,2022-05-12 11:39:00,ProcurX,Incident Request (IR),2891.0,143.0,2022-05-12 09:16:00
CI-6517,372903,Closed,achattopadhyay,2022-03-02 15:02:00,09/Mar/22 12:00 AM,2022-05-12 13:52:00,Holtzbrink,Service Request (SR),11670.0,90500.0,2022-03-14 13:50:00
CI-6806,389045,Closed,aruizrobles,2022-05-09 12:39:00,16/May/22 12:00 AM,2022-05-12 14:29:00,Numiga,Service Request (SR),4367.000000000001,63.00000000000001,2022-05-12 13:32:00
CI-6524,373087,Closed,tsteinhaeuser,2022-03-03 10:55:00,11/Mar/22 12:00 AM,2022-05-12 14:44:00,Expense Development,Service Request (SR),8852.0,92177.0,2022-03-10 11:43:00
CI-6809,389235,Closed,guinoo,2022-05-10 02:48:00,12/May/22 12:00 AM,2022-05-13 01:19:00,Enercon,Service Request (SR),2722.0,0.0,2022-05-11 02:46:00
CI-6723,384881,Closed,ngraf,2022-04-13 22:19:00,20/Apr/22 12:00 AM,2022-05-13 02:14:00,CMS Hasche Sigle,Service Request (SR),19402.0,22683.0,2022-05-13 02:13:00
CI-6673,382226,Closed,ngraf,2022-03-30 21:49:00,07/Apr/22 12:00 AM,2022-05-13 06:15:00,Vaillant,Service Request (SR),21426.0,42559.0,2022-05-13 06:15:00
CI-6835,390174,Closed,aklabisz,2022-05-12 13:28:00,12/May/22 12:00 AM,2022-05-13 11:31:00,Rheinmetall,Incident Request (IR),67.00000000000001,1256.0,2022-05-12 14:35:00
CI-6780,387588,Closed,aklabisz,2022-04-29 15:05:00,04/May/22 12:00 AM,2022-05-13 11:34:00,Vaillant,Incident Request (IR),13977.0,5972.0,2022-05-12 09:27:00
CI-6652,380810,Closed,yutaka,2022-03-25 05:50:00,31/Mar/22 12:00 AM,2022-05-16 02:56:00,Amadeus,Incident Request (IR),45028.0,29678.0,2022-04-25 12:19:00
CI-6711,384473,Closed,yutaka,2022-04-12 02:36:00,19/Apr/22 12:00 AM,2022-05-16 10:06:00,Endress Hauser,Service Request (SR),20731.0,28987.0,2022-04-25 14:45:00
CI-6830,390007,Closed,guinoo,2022-05-12 06:03:00,19/May/22 12:00 AM,2022-05-17 02:06:00,Continental,Service Request (SR),6962.0,1.0000000000000002,2022-05-17 02:05:00
CI-6735,385857,Closed,yutaka,2022-04-20 01:51:00,21/Apr/22 12:00 AM,2022-05-17 04:52:00,Rewe Group,Service Request (SR),39582.0,521.0000000000001,2022-05-17 04:52:00
CI-6805,389033,Closed,aruizrobles,2022-05-09 11:54:00,16/May/22 12:00 AM,2022-05-17 11:13:00,Rhenus,Service Request (SR),12158.0,1544.0,2022-05-17 10:48:00
CI-6762,387271,Closed,yutaka,2022-04-28 12:22:00,05/May/22 12:00 AM,2022-05-17 11:34:00,Endress Hauser,Service Request (SR),16544.000000000004,10768.0,2022-05-12 13:53:00
CI-6778,387550,Closed,ssanz,2022-04-29 13:50:00,05/May/22 12:00 AM,2022-05-17 11:49:00,Allianz,Incident Request (IR),20612.0,15293.0,2022-05-16 13:13:00
CI-6802,388748,Closed,ssanz,2022-05-06 12:09:00,13/May/22 12:00 AM,2022-05-17 11:55:00,Enercon,Service Request (SR),7834.000000000001,7992.000000000001,2022-05-12 14:34:00
CI-6754,386825,Closed,nsanchez,2022-04-26 15:21:00,05/May/22 12:00 AM,2022-05-17 12:01:00,msg systems,Service Request (SR),24287.0,11819.0,2022-05-16 10:08:00
CI-6820,389469,Closed,ssanz,2022-05-10 15:00:00,13/May/22 12:00 AM,2022-05-17 12:03:00,Allianz,Incident Request (IR),4746.0,5157.0,2022-05-13 22:06:00
CI-6819,389406,Closed,aruizrobles,2022-05-10 12:44:00,17/May/22 12:00 AM,2022-05-17 12:32:00,Numiga,Service Request (SR),8493.000000000002,1575.0,2022-05-17 12:16:00
CI-6798,388553,Closed,achattopadhyay,2022-05-05 15:00:00,12/May/22 12:00 AM,2022-05-17 13:31:00,Holtzbrink,Service Request (SR),17190.000000000004,1.0000000000000002,2022-05-17 13:30:00
CI-6834,390114,Closed,aruizrobles,2022-05-12 10:46:00,19/May/22 12:00 AM,2022-05-18 17:34:00,Numiga,Service Request (SR),8925.0,123.00000000000001,2022-05-18 15:37:00
CI-6792,388189,Closed,guinoo,2022-05-04 09:44:00,11/May/22 12:00 AM,2022-05-19 06:24:00,Burda,Service Request (SR),15353.0,6047.0,2022-05-17 10:48:00
CI-6757,387044,Closed,nsanchez,2022-04-27 13:01:00,29/Apr/22 12:00 AM,2022-05-19 10:36:00,Endress Hauser,Incident Request (IR),14636.0,11468.0,2022-05-05 15:39:00
CI-6637,376994,Closed,aklabisz,2022-03-22 11:54:00,29/Mar/22 12:00 AM,2022-05-19 11:24:00,Rhenus,Service Request (SR),37156.0,46338.0,2022-04-20 11:38:00
CI-6779,387583,Closed,ssanz,2022-04-29 14:58:00,06/May/22 12:00 AM,2022-05-19 12:06:00,Allianz,Incident Request (IR),16018.000000000002,21511.0,2022-05-18 15:36:00
CI-6803,388762,Closed,aklabisz,2022-05-06 12:58:00,13/May/22 12:00 AM,2022-05-19 13:18:00,VW,Service Request (SR),10061.0,8679.000000000002,2022-05-13 12:39:00
CI-6740,386193,Closed,yutaka,2022-04-21 09:23:00,28/Apr/22 12:00 AM,2022-05-19 14:06:00,Burda,Service Request (SR),33563.00000000001,8898.0,2022-05-19 13:49:00
CI-6829,389997,Closed,guinoo,2022-05-12 01:36:00,19/May/22 12:00 AM,2022-05-20 00:57:00,FBT-First Business Travel,Service Request (SR),4002.0000000000005,7479.0,2022-05-19 11:55:00
CI-6682,382552,Closed,guinoo,2022-04-01 05:00:00,08/Apr/22 12:00 AM,2022-05-20 02:20:00,Endress Hauser,Service Request (SR),35973.0,34427.00000000001,2022-04-20 11:42:00
CI-6743,386410,Closed,nsanchez,2022-04-22 09:40:00,28/Apr/22 12:00 AM,2022-05-23 09:30:00,msg systems,Service Request (SR),27580.0,18563.0,2022-05-19 13:06:00
CI-6875,392313,Closed,ssanz,2022-05-17 16:10:00,24/May/22 12:00 AM,2022-05-23 16:17:00,Allianz,Service Request (SR),1310.0,7245.0,2022-05-23 10:16:00
CI-6804,388774,Closed,ssanz,2022-05-06 13:57:00,13/May/22 12:00 AM,2022-05-23 16:37:00,Allianz,Service Request (SR),5570.0,19317.0,2022-05-11 08:14:00
CI-6713,384477,Closed,yutaka,2022-04-12 03:32:00,19/Apr/22 12:00 AM,2022-05-24 08:35:00,Endress Hauser,Service Request (SR),20647.0,40136.0,2022-05-09 15:34:00
CI-6807,389186,Closed,aruizrobles,2022-05-09 17:05:00,18/May/22 12:00 AM,2022-05-24 09:42:00,HRS,Service Request (SR),18336.0,2821.0,2022-05-23 11:23:00
CI-6644,377322,Closed,aklabisz,2022-03-23 13:31:00,31/Mar/22 12:00 AM,2022-05-24 10:34:00,Traton SE,Service Request (SR),54024.0,35079.0,2022-04-22 14:20:00
CI-6784,387790,Closed,aklabisz,2022-05-02 12:15:00,04/May/22 12:00 AM,2022-05-24 10:40:00,msg systems,Service Request (SR),4112.000000000001,27473.0,2022-05-05 08:47:00
CI-6706,384229,Closed,ebert,2022-04-10 15:52:00,15/Apr/22 12:00 AM,2022-05-24 15:26:00,OBB,Incident Request (IR),64622.00000000001,1381.0,2022-05-24 15:26:00
CI-6737,385924,Closed,wenner,2022-04-20 09:30:00,31/May/22 12:00 AM,2022-05-25 08:58:00,i:FAO,Service Request (SR),50367.0,1.0000000000000002,2022-05-25 08:57:00
CI-6920,393727,Closed,aruizrobles,2022-05-25 10:27:00,26/May/22 12:00 AM,2022-05-25 14:39:00,Numiga,Service Request (SR),200.0,52.0,2022-05-25 14:18:00
CI-6896,392970,Closed,ngraf,2022-05-19 23:54:00,24/May/22 12:00 AM,2022-05-26 03:01:00,OBB,Incident Request (IR),6674.0,2153.0000000000005,2022-05-24 15:09:00
CI-6833,390101,Closed,aruizrobles,2022-05-12 10:25:00,19/May/22 12:00 AM,2022-05-26 09:46:00,Numiga,Service Request (SR),17816.0,2305.0,2022-05-26 08:49:00
CI-6895,392954,Closed,ssanz,2022-05-19 17:10:00,26/May/22 12:00 AM,2022-05-26 11:15:00,Allianz,Service Request (SR),7246.0,2479.0,2022-05-26 11:15:00
CI-6899,393289,Closed,aruizrobles,2022-05-23 09:58:00,30/May/22 12:00 AM,2022-05-27 10:52:00,Numiga,Service Request (SR),5602.0,212.0,2022-05-27 07:56:00
CI-6733,385700,Closed,yutaka,2022-04-19 14:51:00,21/Apr/22 12:00 AM,2022-05-30 05:18:00,Rheinmetall,Incident Request (IR),15042.0,45287.0,2022-05-12 13:30:00
CI-6903,393412,Closed,aruizrobles,2022-05-23 16:30:00,30/May/22 12:00 AM,2022-05-30 09:40:00,Numiga,Service Request (SR),9600.0,70.0,2022-05-30 08:49:00
CI-6927,393804,Closed,nsanchez,2022-05-25 12:54:00,01/Jun/22 12:00 AM,2022-05-30 11:01:00,Daimler (MFTBC),Service Request (SR),6988.0,99.0,2022-05-30 09:22:00
CI-6905,393443,Closed,aruizrobles,2022-05-23 17:59:00,30/May/22 12:00 AM,2022-05-30 13:46:00,Numiga,Service Request (SR),9646.0,181.0,2022-05-30 12:00:00
CI-6794,388241,Closed,aklabisz,2022-05-04 11:35:00,18/May/22 12:00 AM,2022-05-30 15:59:00,VW,Service Request (SR),18699.0,11700.0,2022-05-24 11:26:00
CI-6898,393200,Closed,aruizrobles,2022-05-20 15:22:00,30/May/22 12:00 AM,2022-05-30 17:27:00,TM Con,Service Request (SR),9987.0,4538.0,2022-05-30 15:09:00
CI-6914,393625,Closed,aruizrobles,2022-05-24 17:40:00,31/May/22 12:00 AM,2022-05-31 09:04:00,Numiga,Service Request (SR),8756.0,808.0,2022-05-30 20:27:00
CI-6824,389753,Closed,aklabisz,2022-05-11 10:55:00,18/May/22 12:00 AM,2022-05-31 10:11:00,TeamBank AG,Service Request (SR),8662.000000000002,20094.0,2022-05-17 11:17:00
CI-6863,391368,Closed,aklabisz,2022-05-16 11:58:00,23/May/22 12:00 AM,2022-05-31 11:08:00,Red Electrica,Service Request (SR),18869.0,2681.0,2022-05-30 08:54:00
CI-6937,394219,Closed,ssanz,2022-05-27 13:03:00,03/Jun/22 12:00 AM,2022-05-31 13:48:00,Allianz,Incident Request (IR),4072.0000000000005,1733.0,2022-05-30 08:55:00
CI-6747,386623,Closed,ssanz,2022-04-25 14:24:00,03/May/22 12:00 AM,2022-06-01 10:47:00,Allianz,Incident Request (IR),31822.000000000004,24200.0,2022-05-18 15:46:00
CI-6719,384648,Closed,ssanz,2022-04-12 15:36:00,19/Apr/22 12:00 AM,2022-06-01 13:05:00,Damm,Incident Request (IR),70160.0,1689.0,2022-06-01 13:04:00
CI-6464,370443,Closed,hilbich,2022-02-17 14:51:00,17/Mar/22 12:00 AM,2022-06-01 13:28:00,Expense Development,Service Request (SR),49030.0,168352.0,2022-03-23 16:01:00
CI-6826,389816,Closed,nsanchez,2022-05-11 13:22:00,17/May/22 12:00 AM,2022-06-01 15:31:00,LKW Walter,Service Request (SR),21304.0,9065.0,2022-05-26 09:59:00
CI-6948,394869,Closed,mueller,2022-06-01 09:29:00,02/Jun/22 12:00 AM,2022-06-01 17:09:00,Porsche,Service Request (SR),365.0,95.0,2022-06-01 17:08:00
CI-6946,394830,Closed,yutaka,2022-06-01 07:25:00,10/Jun/22 12:00 AM,2022-06-02 02:50:00,Porsche,Service Request (SR),484.0,681.0,2022-06-01 17:08:00
CI-6906,393457,Closed,yutaka,2022-05-24 04:00:00,27/May/22 12:00 AM,2022-06-03 08:15:00,VW,Service Request (SR),292.0,14363.0,2022-05-24 08:52:00
CI-6936,394215,Closed,aklabisz,2022-05-27 12:49:00,31/May/22 12:00 AM,2022-06-03 09:53:00,Traton SE,Service Request (SR),4478.0,5426.0,2022-05-30 15:27:00
CI-6843,390324,Closed,guinoo,2022-05-13 07:03:00,20/May/22 12:00 AM,2022-06-06 01:57:00,ProcurX,Service Request (SR),8434.000000000002,25820.0,2022-05-17 01:56:00
CI-6892,392831,Closed,yutaka,2022-05-19 11:50:00,20/May/22 12:00 AM,2022-06-06 06:34:00,ArcelorMittal,Service Request (SR),117.0,25487.0,2022-05-19 13:47:00
CI-6840,390308,Closed,yutaka,2022-05-13 06:05:00,17/May/22 12:00 AM,2022-06-06 06:51:00,Orange,Incident Request (IR),6044.0,28562.0,2022-05-17 11:47:00
CI-6882,392679,Closed,guinoo,2022-05-19 02:51:00,24/May/22 12:00 AM,2022-06-07 01:57:00,Aquila Capital,Service Request (SR),673.0,26633.0,2022-05-19 14:05:00
CI-6897,392974,Closed,guinoo,2022-05-20 01:14:00,27/May/22 12:00 AM,2022-06-07 01:58:00,CEPSA,Service Request (SR),6240.0,19724.0,2022-05-30 14:43:00
CI-6904,393418,Closed,ssanz,2022-05-23 16:46:00,30/May/22 12:00 AM,2022-06-07 08:23:00,Vaillant,Incident Request (IR),14561.0,6536.0,2022-06-03 14:41:00
CI-6832,390098,Closed,aruizrobles,2022-05-12 10:08:00,31/May/22 12:00 AM,2022-06-07 09:20:00,Numiga,Service Request (SR),35098.0,2294.0,2022-06-07 08:22:00
CI-6465,370460,Closed,ssanz,2022-02-17 15:34:00,24/Feb/22 12:00 AM,2022-06-07 10:43:00,Allianz,Incident Request (IR),156535.0,1662.0,2022-06-07 10:42:00
CI-6763,387274,Closed,nsanchez,2022-04-28 12:36:00,05/May/22 12:00 AM,2022-06-07 12:16:00,Continental,Service Request (SR),24916.0,12523.0,2022-06-07 11:28:00
CI-6776,387429,Closed,hilbich,2022-04-29 09:03:00,06/May/22 12:00 AM,2022-06-07 12:52:00,Expense Development,Service Request (SR),56271.0,118.0,2022-06-07 10:54:00
CI-6845,390348,Closed,yutaka,2022-05-13 07:46:00,17/May/22 12:00 AM,2022-06-08 02:05:00,Amadeus,Incident Request (IR),6183.0,30915.0,2022-05-17 14:11:00
CI-6810,389246,Closed,yutaka,2022-05-10 05:47:00,12/May/22 12:00 AM,2022-06-08 02:09:00,Amadeus,Incident Request (IR),1429.0,31620.000000000004,2022-05-18 15:21:00
CI-6890,392775,Closed,yutaka,2022-05-19 11:22:00,20/May/22 12:00 AM,2022-06-08 06:47:00,Eberspacher,Service Request (SR),146.0,28379.0,2022-06-06 06:49:00
CI-6878,392373,Closed,yutaka,2022-05-18 04:43:00,20/May/22 12:00 AM,2022-06-08 06:49:00,msg systems,Service Request (SR),1759.0,28418.0,2022-06-08 06:49:00
CI-6900,393321,Closed,nsanchez,2022-05-23 11:14:00,24/May/22 12:00 AM,2022-06-08 17:09:00,Burda,Service Request (SR),15987.000000000002,7408.0,2022-06-03 13:41:00
CI-6881,392677,Closed,ngraf,2022-05-19 02:13:00,23/May/22 12:00 AM,2022-06-08 17:09:00,OBB,Incident Request (IR),15062.0,14634.0,2022-06-07 10:44:00
CI-6902,393407,Closed,ngraf,2022-05-23 16:22:00,30/May/22 12:00 AM,2022-06-08 17:11:00,i:FAO,Incident Request (IR),11180.0,11909.0,2022-06-08 12:53:00
CI-6965,396026,Closed,ssanz,2022-06-07 14:44:00,10/Jun/22 12:00 AM,2022-06-08 18:04:00,Numiga,Incident Request (IR),1110.0,530.0000000000001,2022-06-08 09:14:00
CI-6962,395750,Closed,yutaka,2022-06-07 03:19:00,10/Jun/22 12:00 AM,2022-06-09 05:08:00,Deichmann,Service Request (SR),2989.0,0.0,2022-06-09 05:08:00
CI-6947,394835,Closed,yutaka,2022-06-01 08:19:00,03/Jun/22 12:00 AM,2022-06-10 07:09:00,Rewe Group,Service Request (SR),8.000000000000002,12882.0,2022-06-01 08:27:00
CI-6821,389490,Closed,nsanchez,2022-05-10 15:18:00,17/May/22 12:00 AM,2022-06-10 08:51:00,VW,Service Request (SR),31666.000000000004,11157.0,2022-06-07 09:21:00
CI-6746,386535,Closed,nsanchez,2022-04-25 09:23:00,05/May/22 12:00 AM,2022-06-10 09:26:00,Rheinmetall,Service Request (SR),13087.0,53156.0,2022-05-04 11:31:00
