,index,Issue key,Issue id,Status,Reporter,Created,Due Date,Resolved,Customer,Type of Request,ticket_age,Parent id,time_outside_codebusters,time_on_codebusters,time_in_review
134,134,CI-8397,461658,Closed,nsanchezruiz,2023-03-30 12:16:00,06/Apr/23 12:00 AM,2023-04-10 09:05:00,VW,Service Request (SR),15649.0,461658,5509.0,10140.0,8823.0
135,135,CI-8395,461612,Closed,askarja,2023-03-30 10:43:00,06/Apr/23 12:00 AM,2023-04-27 01:12:00,Eberspacher,Service Request (SR),39749.0,461612,38302.0,1447.0,1404.0
136,136,CI-8394,461596,Closed,ssanz,2023-03-30 10:09:00,06/Apr/23 12:00 AM,2023-04-01 15:03:00,Eberspacher,Service Request (SR),3174.0,461596,1692.0,1482.0,1438.0
137,137,CI-8393,461436,Closed,nsanchezruiz,2023-03-29 16:34:00,03/Apr/23 12:00 AM,2023-03-30 10:15:00,Daimler (MFTBC),Service Request (SR),1061.0,461436,6.0,1055.0,20.0
138,138,CI-8386,461366,Closed,nsanchezruiz,2023-03-29 14:40:00,10/Apr/23 12:00 AM,2023-04-10 08:45:00,VW,Service Request (SR),16925.0,461366,5666.0,11259.0,10080.0
139,139,CI-8376,460898,Closed,kgostynska,2023-03-28 12:50:00,04/Apr/23 12:00 AM,2023-04-18 09:51:00,Spiegel,Service Request (SR),30061.0,460898,18465.0,11596.0,8630.0
140,140,CI-8375,460883,Closed,mmaciejczyk,2023-03-28 12:22:00,04/Apr/23 12:00 AM,2023-04-05 17:23:00,Spiegel,Service Request (SR),11821.0,460883,2711.0,9110.0,8863.0
141,141,CI-8373,460496,Closed,nsanchezruiz,2023-03-27 15:13:00,03/Apr/23 12:00 AM,2023-04-10 08:40:00,Osram,Service Request (SR),19767.0,460496,5539.0,14228.0,12909.0
142,142,CI-8370,459864,Closed,ssanz,2023-03-24 16:23:00,31/Mar/23 12:00 AM,2023-04-05 13:04:00,Allianz,Service Request (SR),17081.0,459864,4103.0,12978.0,9810.0
143,143,CI-8369,459796,Closed,kgostynska,2023-03-24 15:03:00,31/Mar/23 12:00 AM,2023-05-04 11:31:00,Rheinmetall,Service Request (SR),58828.0,459796,42530.0,16298.0,14219.0
144,144,CI-8368,459754,Closed,ssanz,2023-03-24 14:27:00,31/Mar/23 12:00 AM,2023-05-18 11:44:00,Holtzbrink,Service Request (SR),79037.0,459754,42124.0,36913.0,18270.0
145,145,CI-8367,459734,Closed,kgostynska,2023-03-24 13:42:00,31/Mar/23 12:00 AM,2023-06-06 13:52:00,OBB,Service Request (SR),106570.0,459734,59322.0,47247.0,15537.0
146,146,CI-8366,459522,Closed,nsanchezruiz,2023-03-24 09:41:00,31/Mar/23 12:00 AM,2023-04-05 08:40:00,Customer not yet listed,Service Request (SR),17219.0,459522,1001.0,16218.0,15994.0
147,147,CI-8365,459516,Closed,nsanchezruiz,2023-03-24 09:30:00,31/Mar/23 12:00 AM,2023-04-05 08:41:00,Customer not yet listed,Service Request (SR),17231.0,459516,1002.0,16229.0,16005.0
148,148,CI-8364,459501,Closed,nsanchezruiz,2023-03-24 08:41:00,31/Mar/23 12:00 AM,2023-04-04 09:24:00,Customer not yet listed,Service Request (SR),15883.0,459501,5042.0,10841.0,10479.0
149,149,CI-8361,459339,Closed,lsada,2023-03-23 14:57:00,06/Apr/23 12:00 AM,2023-06-12 10:49:00,Spiegel,Service Request (SR),116392.0,459339,95297.0,21095.0,19861.0
150,150,CI-8359,459293,Closed,ssanz,2023-03-23 13:59:00,30/Mar/23 12:00 AM,2023-04-01 16:22:00,Allianz,Service Request (SR),13103.0,459293,4273.0,8830.0,8777.0
151,151,CI-8358,459227,Closed,ssanz,2023-03-23 11:55:00,28/Mar/23 12:00 AM,2023-04-25 15:54:00,Allianz,Service Request (SR),47759.0,459227,18557.0,29202.0,18649.0
152,152,CI-8349,458448,Closed,yutaka.yasumi,2023-03-22 02:59:00,22/Mar/23 12:00 AM,2023-04-03 00:41:00,Endress Hauser,Service Request (SR),17142.0,458448,17124.0,18.0,0.0
153,153,CI-8348,458444,Closed,yutaka.yasumi,2023-03-22 01:22:00,29/Mar/23 12:00 AM,2023-04-19 14:54:00,Vaillant,Service Request (SR),41132.0,458444,23185.0,17947.0,13565.0
154,154,CI-8347,458433,Closed,askarja,2023-03-21 19:58:00,29/Mar/23 12:00 AM,2023-06-13 17:27:00,Deutschlandradio,Service Request (SR),120809.0,458433,97620.0,23189.0,12697.0
155,155,CI-8346,458273,Closed,askarja,2023-03-21 13:50:00,28/Mar/23 12:00 AM,2023-04-07 02:04:00,Porsche,Service Request (SR),23774.0,458273,2449.0,21325.0,14534.0
156,156,CI-8345,458258,Closed,nsanchezruiz,2023-03-21 13:28:00,27/Mar/23 12:00 AM,2023-04-04 13:10:00,Audi,Service Request (SR),20142.0,458258,4117.0,16025.0,14426.0
157,157,CI-8344,458212,Closed,nsanchezruiz,2023-03-21 12:57:00,23/Mar/23 12:00 AM,2023-04-03 10:29:00,Allianz,Service Request (SR),18572.0,458212,1546.0,17026.0,10136.0
158,158,CI-8339,457228,Closed,ssanz,2023-03-17 16:51:00,24/Mar/23 12:00 AM,2023-05-19 08:37:00,Allianz,Service Request (SR),90226.0,457228,28644.0,61583.0,34345.0
159,159,CI-8338,457190,Closed,alejandro.ruizrobles,2023-03-17 15:17:00,21/Mar/23 12:00 AM,2023-04-24 18:12:00,Numiga,Service Request (SR),54895.0,457190,35524.0,19371.0,16837.0
160,160,CI-8328,456902,Closed,nsanchezruiz,2023-03-16 16:57:00,23/Mar/23 12:00 AM,2023-04-27 13:27:00,msg systems,Service Request (SR),60270.0,456902,28719.0,28499.0,5463.0
161,161,CI-8325,456733,Communicate,mmaciejczyk,2023-03-16 13:20:00,23/Mar/23 12:00 AM,2023-06-07 09:42:00,CMS Hasche Sigle,Service Request (SR),119302.0,456733,3.0,627.0,140.0
162,162,CI-8322,456676,Closed,yutaka.yasumi,2023-03-16 11:59:00,23/Mar/23 12:00 AM,2023-04-03 00:42:00,Hugo Boss,Service Request (SR),25243.0,456676,17301.0,7942.0,9.0
163,163,CI-8319,456556,Closed,alejandro.ruizrobles,2023-03-16 09:27:00,23/Mar/23 12:00 AM,2023-03-20 11:38:00,Numiga,Service Request (SR),5891.0,456556,4348.0,1543.0,361.0
164,164,CI-8317,456508,Closed,yutaka.yasumi,2023-03-15 23:46:00,22/Mar/23 12:00 AM,2023-03-22 00:25:00,CEPSA,Service Request (SR),8679.0,456508,7858.0,821.0,0.0
165,165,CI-8315,456393,Closed,jbonnavion,2023-03-15 15:03:00,22/Mar/23 12:00 AM,2023-04-13 14:22:00,DERPART,Service Request (SR),41719.0,456393,4107.0,37612.0,21685.0
166,166,CI-8312,456181,Closed,alejandro.ruizrobles,2023-03-15 09:51:00,22/Mar/23 12:00 AM,2023-03-29 15:51:00,Numiga,Service Request (SR),20520.0,456181,3917.0,16625.0,1775.0
167,167,CI-8309,456072,Closed,yutaka.yasumi,2023-03-15 02:50:00,29/Mar/23 12:00 AM,2023-03-15 08:51:00,Porsche,Service Request (SR),361.0,456072,338.0,23.0,0.0
168,168,CI-8308,456070,Closed,yutaka.yasumi,2023-03-15 01:40:00,22/Mar/23 12:00 AM,2023-03-16 14:04:00,Rewe Group,Service Request (SR),2184.0,456070,830.0,1354.0,489.0
169,169,CI-8305,455867,Closed,nsanchezruiz,2023-03-14 13:14:00,16/Mar/23 12:00 AM,2023-03-21 11:18:00,Amadeus,Service Request (SR),9964.0,455867,180.0,9784.0,7.0
170,170,CI-8302,455636,Closed,yutaka.yasumi,2023-03-14 07:30:00,21/Mar/23 12:00 AM,2023-05-15 10:59:00,Vaillant,Service Request (SR),89489.0,455636,34364.0,58506.0,2009.0
171,171,CI-8301,455603,Closed,yutaka.yasumi,2023-03-14 01:29:00,17/Mar/23 12:00 AM,2023-03-15 00:20:00,dm-drogerie markt,Service Request (SR),1371.0,455603,1360.0,11.0,11.0
172,172,CI-8299,455585,Closed,alejandro.ruizrobles,2023-03-13 17:31:00,17/Mar/23 12:00 AM,2023-03-20 09:42:00,Numiga,Service Request (SR),9611.0,455585,5402.0,4209.0,2402.0
173,173,CI-8286,454791,Closed,yutaka.yasumi,2023-03-10 01:33:00,17/Mar/23 12:00 AM,2023-05-15 05:50:00,Continental,Service Request (SR),95297.0,454791,40574.0,55372.0,6533.0
174,174,CI-8285,454741,Closed,nsanchezruiz,2023-03-09 16:25:00,20/Mar/23 12:00 AM,2023-04-21 09:12:00,DER,Service Request (SR),61487.0,454741,26743.0,34744.0,34744.0
175,175,CI-8283,454650,Closed,nsanchezruiz,2023-03-09 14:15:00,23/Mar/23 12:00 AM,2023-04-04 15:26:00,Porsche,Service Request (SR),37511.0,454650,296.0,37215.0,27080.0
176,176,CI-8282,454599,Closed,nsanchezruiz,2023-03-09 12:22:00,20/Mar/23 12:00 AM,2023-03-21 08:59:00,Endress Hauser,Service Request (SR),17077.0,454599,5946.0,11131.0,10262.0
177,177,CI-8279,454369,Closed,mmaciejczyk,2023-03-08 18:04:00,15/Mar/23 12:00 AM,2023-03-30 15:22:00,Lufthansa City Center,Service Request (SR),31518.0,454369,6888.0,24630.0,8451.0
178,178,CI-8276,453986,Closed,alejandro.ruizrobles,2023-03-07 17:24:00,14/Mar/23 12:00 AM,2023-03-14 09:47:00,Numiga,Service Request (SR),9623.0,453986,79.0,9544.0,8585.0
179,179,CI-8274,453948,Closed,ssanz,2023-03-07 15:43:00,14/Mar/23 12:00 AM,2023-03-15 14:09:00,Allianz,Service Request (SR),11426.0,453948,88.0,11338.0,11338.0
180,180,CI-8272,453603,Closed,yutaka.yasumi,2023-03-07 02:13:00,21/Mar/23 12:00 AM,2023-03-16 07:38:00,Spiegel,Service Request (SR),13285.0,453603,11403.0,1882.0,247.0
181,181,CI-8270,453483,Closed,ssanz,2023-03-06 13:40:00,13/Mar/23 12:00 AM,2023-05-08 11:49:00,Allianz,Service Request (SR),90609.0,453483,23659.0,66950.0,12998.0
182,182,CI-8269,453481,Closed,ssanz,2023-03-06 13:36:00,13/Mar/23 12:00 AM,2023-05-08 11:48:00,Allianz,Service Request (SR),90612.0,453481,23659.0,66953.0,13002.0
183,183,CI-8263,453231,Closed,nsanchezruiz,2023-03-06 09:39:00,07/Mar/23 12:00 AM,2023-03-10 13:31:00,Amadeus,Service Request (SR),5992.0,453231,2692.0,3300.0,1506.0
184,184,CI-8261,453139,Closed,yutaka.yasumi,2023-03-06 01:37:00,13/Mar/23 12:00 AM,2023-04-05 06:52:00,Spiegel,Service Request (SR),43515.0,453139,464.0,43051.0,10979.0
185,185,CI-8260,453010,Closed,alejandro.ruizrobles,2023-03-03 17:56:00,10/Mar/23 12:00 AM,2023-03-21 10:14:00,Numiga,Service Request (SR),25458.0,453010,388.0,25070.0,9443.0
186,186,CI-8259,453008,Closed,alejandro.ruizrobles,2023-03-03 17:46:00,10/Mar/23 12:00 AM,2023-03-13 09:49:00,Numiga,Service Request (SR),13923.0,453008,68.0,13855.0,9453.0
187,187,CI-8257,452981,Closed,nsanchezruiz,2023-03-03 15:02:00,13/Mar/23 12:00 AM,2023-03-21 10:02:00,Munckhof,Service Request (SR),25620.0,452981,1220.0,24401.0,14462.0
188,188,CI-8256,452976,Closed,nsanchezruiz,2023-03-03 14:45:00,09/Mar/23 12:00 AM,2023-03-21 08:53:00,Hugo Boss,Service Request (SR),25568.0,452976,7528.0,18040.0,10206.0
189,189,CI-8255,452973,Closed,yutaka.yasumi,2023-03-03 14:38:00,22/Nov/22 12:00 AM,2023-03-03 14:39:00,Hugo Boss,Service Request (SR),1.0,452973,0.0,1.0,1.0
190,190,CI-8251,452791,Closed,yutaka.yasumi,2023-03-03 05:27:00,10/Mar/23 12:00 AM,2023-03-22 15:07:00,Endress Hauser,Service Request (SR),27940.0,452791,23798.0,4142.0,0.0
191,191,CI-8249,452780,Closed,yutaka.yasumi,2023-03-03 02:44:00,17/Mar/23 12:00 AM,2023-04-05 09:30:00,CEPSA,Service Request (SR),47926.0,452780,8824.0,39102.0,22647.0
192,192,CI-8248,452777,Closed,yutaka.yasumi,2023-03-03 02:33:00,17/Mar/23 12:00 AM,2023-03-15 10:13:00,Eberspacher,Service Request (SR),17740.0,452777,1782.0,15958.0,1.0
193,193,CI-8247,452731,Closed,alejandro.ruizrobles,2023-03-02 16:14:00,16/Mar/23 12:00 AM,2023-03-21 17:00:00,Numiga,Service Request (SR),27406.0,452731,1904.0,25538.0,17202.0
194,194,CI-8245,452623,Closed,nsanchezruiz,2023-03-02 11:17:00,13/Mar/23 12:00 AM,2023-03-14 16:26:00,Amadeus,Service Request (SR),17589.0,452623,4996.0,12593.0,1315.0
195,195,CI-8244,452543,Closed,ssanz,2023-03-02 09:48:00,09/Mar/23 12:00 AM,2023-03-15 14:24:00,Allianz,Service Request (SR),18996.0,452543,8404.0,10592.0,10250.0
196,196,CI-8242,452464,Closed,yutaka.yasumi,2023-03-02 01:04:00,09/Mar/23 12:00 AM,2023-04-06 16:26:00,Burda,Service Request (SR),51322.0,452464,31346.0,19976.0,7820.0
197,197,CI-8240,452387,Closed,nsanchezruiz,2023-03-01 15:41:00,13/Mar/23 12:00 AM,2023-03-14 09:14:00,Spiegel,Service Request (SR),18333.0,452387,67.0,18266.0,17183.0
198,198,CI-8239,452166,Closed,yutaka.yasumi,2023-03-01 02:16:00,06/Mar/23 12:00 AM,2023-03-29 09:54:00,Endress Hauser,Service Request (SR),40778.0,452166,12019.0,28759.0,17786.0
199,199,CI-8237,451967,Closed,nsanchezruiz,2023-02-28 11:30:00,08/Mar/23 12:00 AM,2023-03-13 14:13:00,Porsche,Service Request (SR),18883.0,451967,1213.0,17670.0,10001.0
200,200,CI-8236,451837,Closed,yutaka.yasumi,2023-02-28 00:45:00,07/Mar/23 12:00 AM,2023-04-13 16:29:00,Hugo Boss,Service Request (SR),64304.0,451837,10254.0,54050.0,12696.0
201,201,CI-8231,451099,Closed,nsanchezruiz,2023-02-24 08:55:00,02/Mar/23 12:00 AM,2023-03-10 10:29:00,Hugo Boss,Service Request (SR),20254.0,451099,2088.0,18166.0,16233.0
202,202,CI-8228,450993,Closed,nsanchezruiz,2023-02-23 16:12:00,06/Mar/23 12:00 AM,2023-02-27 13:09:00,Wacker,Service Request (SR),5577.0,450993,3960.0,1617.0,1308.0
203,203,CI-8226,450975,Closed,alejandro.ruizrobles,2023-02-23 15:50:00,02/Mar/23 12:00 AM,2023-02-27 16:42:00,Numiga,Service Request (SR),5812.0,450975,4160.0,1652.0,1375.0
204,204,CI-8225,450885,Closed,ssanz,2023-02-23 13:56:00,02/Mar/23 12:00 AM,2023-03-23 16:34:00,Rehau,Service Request (SR),40478.0,450885,34578.0,5900.0,1396.0
205,205,CI-8224,450881,Closed,nsanchezruiz,2023-02-23 13:52:00,28/Feb/23 12:00 AM,2023-02-27 12:58:00,Endress Hauser,Service Request (SR),5706.0,450881,10.0,5696.0,5696.0
206,206,CI-8220,450591,Closed,achattopadhyay,2023-02-22 14:58:00,28/Feb/23 12:00 AM,2023-02-27 14:00:00,Endress Hauser,Service Request (SR),7142.0,450591,286.0,6856.0,6856.0
207,207,CI-8218,450520,Closed,mmaciejczyk,2023-02-22 12:23:00,01/Mar/23 12:00 AM,2023-03-16 12:26:00,Porsche,Service Request (SR),31683.0,450520,7736.0,23947.0,17307.0
208,208,CI-8217,450516,Closed,nsanchezruiz,2023-02-22 12:11:00,01/Mar/23 12:00 AM,2023-02-27 11:38:00,Amadeus,Service Request (SR),7167.0,450516,1120.0,6047.0,1454.0
209,209,CI-8215,450484,Closed,ssanz,2023-02-22 11:37:00,01/Mar/23 12:00 AM,2023-02-22 17:56:00,TUI AG,Service Request (SR),379.0,450484,149.0,230.0,91.0
210,210,CI-8214,450395,Closed,yutaka.yasumi,2023-02-22 08:28:00,01/Mar/23 12:00 AM,2023-02-22 12:26:00,Daimler (MFTBC),Service Request (SR),238.0,450395,7.0,231.0,1.0
211,211,CI-8210,450191,Closed,mmaciejczyk,2023-02-21 14:50:00,28/Feb/23 12:00 AM,2023-03-09 17:37:00,CEPSA,Service Request (SR),23207.0,450191,384.0,22814.0,18898.0
212,212,CI-8209,450104,Closed,kgostynska,2023-02-21 11:57:00,28/Feb/23 12:00 AM,2023-03-16 15:57:00,CEPSA,Service Request (SR),33360.0,450104,4792.0,27170.0,20285.0
213,213,CI-8190,449259,Closed,askarja,2023-02-17 14:48:00,24/Feb/23 12:00 AM,2023-04-05 12:08:00,Eberspacher,Service Request (SR),67520.0,449259,44831.0,22689.0,19861.0
214,214,CI-8187,449164,Closed,nsanchezruiz,2023-02-17 13:00:00,28/Feb/23 12:00 AM,2023-02-23 15:29:00,apoBank,Service Request (SR),8789.0,449164,14.0,8775.0,8775.0
215,215,CI-8185,449035,Closed,yutaka.yasumi,2023-02-17 09:59:00,20/Feb/23 12:00 AM,2023-04-04 15:22:00,Munckhof,Service Request (SR),66563.0,449035,0.0,66563.0,5423.0
216,216,CI-8184,448971,Closed,yutaka.yasumi,2023-02-17 01:56:00,24/Feb/23 12:00 AM,2023-04-04 16:33:00,Hugo Boss,Service Request (SR),67117.0,448971,8510.0,58607.0,2.0
217,217,CI-8183,448966,Closed,yutaka.yasumi,2023-02-17 00:10:00,24/Feb/23 12:00 AM,2023-02-27 14:48:00,Wacker,Service Request (SR),15278.0,448966,8059.0,7219.0,0.0
218,218,CI-8181,448929,Closed,nsanchezruiz,2023-02-16 16:22:00,28/Feb/23 12:00 AM,2023-02-24 15:13:00,Endress Hauser,Service Request (SR),11451.0,448929,41.0,11410.0,10062.0
219,219,CI-8179,448809,Closed,alejandro.ruizrobles,2023-02-16 10:46:00,23/Feb/23 12:00 AM,2023-03-02 09:31:00,ProcurX,Service Request (SR),20085.0,448809,227.0,19858.0,7231.0
220,220,CI-8178,448801,Closed,alejandro.ruizrobles,2023-02-16 10:22:00,20/Feb/23 12:00 AM,2023-02-16 18:10:00,Numiga,Service Request (SR),468.0,448801,0.0,468.0,468.0
221,221,CI-8177,448686,Closed,ssanz,2023-02-15 16:35:00,22/Feb/23 12:00 AM,2023-07-25 12:32:00,Allianz,Service Request (SR),230157.0,448686,51014.0,69899.0,10064.0
222,222,CI-8176,448625,Closed,ssanz,2023-02-15 15:47:00,22/Feb/23 12:00 AM,2023-04-14 13:31:00,Allianz,Service Request (SR),83384.0,448625,69427.0,13983.0,10063.0
223,223,CI-8166,448333,Closed,yutaka.yasumi,2023-02-15 01:22:00,22/Feb/23 12:00 AM,2023-03-06 23:41:00,Porsche,Service Request (SR),28699.0,448333,9234.0,19465.0,12374.0
224,224,CI-8164,448243,Closed,achattopadhyay,2023-02-14 13:51:00,21/Feb/23 12:00 AM,2023-07-10 12:07:00,Amadeus,Service Request (SR),210136.0,448243,108235.0,42781.0,14225.0
225,225,CI-8163,448077,Closed,yutaka.yasumi,2023-02-14 01:54:00,21/Feb/23 12:00 AM,2023-03-17 00:51:00,Continental,Service Request (SR),44577.0,448077,18497.0,26080.0,21422.0
226,226,CI-8159,447939,Closed,wkatthan,2023-02-13 12:19:00,16/Feb/23 12:00 AM,2023-04-24 12:53:00,ArcelorMittal,Service Request (SR),100834.0,447939,85136.0,15698.0,5616.0
227,227,CI-8158,447936,Closed,yutaka.yasumi,2023-02-13 12:17:00,17/Feb/23 12:00 AM,2023-03-10 07:43:00,Continental,Service Request (SR),35726.0,447936,10131.0,25595.0,11670.0
228,228,CI-8150,447782,Closed,yutaka.yasumi,2023-02-13 01:17:00,17/Feb/23 12:00 AM,2023-02-28 01:37:00,Grupo Red Electrica,Service Request (SR),21620.0,447782,1300.0,20320.0,12367.0
229,229,CI-8147,447585,Closed,nsanchezruiz,2023-02-10 09:21:00,15/Feb/23 12:00 AM,2023-02-15 11:06:00,OBB,Service Request (SR),7305.0,447585,2469.0,4836.0,4328.0
230,230,CI-8144,447479,Closed,nsanchezruiz,2023-02-09 15:29:00,20/Feb/23 12:00 AM,2023-04-29 16:07:00,Allianz,Service Request (SR),113798.0,447479,38929.0,74869.0,20112.0
231,231,CI-8140,447205,Closed,yutaka.yasumi,2023-02-09 00:24:00,16/Feb/23 12:00 AM,2023-02-27 10:46:00,Burda,Service Request (SR),26542.0,447205,25926.0,616.0,616.0
232,232,CI-8139,447117,Closed,nsanchezruiz,2023-02-08 15:00:00,17/Feb/23 12:00 AM,2023-03-01 10:38:00,Allianz,Service Request (SR),29978.0,447117,7092.0,15950.0,1336.0
233,233,CI-8138,447085,Closed,alejandro.ruizrobles,2023-02-08 13:54:00,15/Feb/23 12:00 AM,2023-02-22 09:22:00,Numiga,Service Request (SR),19888.0,447085,1768.0,18120.0,11299.0
234,234,CI-8136,447059,Closed,alejandro.ruizrobles,2023-02-08 13:08:00,15/Feb/23 12:00 AM,2023-02-17 10:53:00,Numiga,Service Request (SR),12825.0,447059,394.0,12431.0,11254.0
235,235,CI-8134,446994,Closed,ccasper,2023-02-08 10:09:00,24/Feb/23 12:00 AM,2023-04-19 15:11:00,TUI AG,Service Request (SR),101102.0,446994,48731.0,52371.0,30588.0
236,236,CI-8132,446917,Closed,yutaka.yasumi,2023-02-08 07:39:00,15/Feb/23 12:00 AM,2023-03-22 00:36:00,Endress Hauser,Service Request (SR),60057.0,446917,30962.0,29095.0,13690.0
237,237,CI-8129,446899,Closed,yutaka.yasumi,2023-02-08 03:09:00,15/Feb/23 12:00 AM,2023-02-09 16:57:00,Endress Hauser,Service Request (SR),2268.0,446899,1636.0,632.0,206.0
238,238,CI-8128,446894,Closed,yutaka.yasumi,2023-02-08 02:02:00,15/Feb/23 12:00 AM,2023-02-27 10:46:00,VW,Service Request (SR),27884.0,446894,27183.0,701.0,0.0
239,239,CI-8126,446764,Closed,yutaka.yasumi,2023-02-07 14:08:00,14/Feb/23 12:00 AM,2023-02-27 00:19:00,Porsche,Service Request (SR),27971.0,446764,7379.0,20592.0,20021.0
240,240,CI-8119,446522,Closed,yutaka.yasumi,2023-02-07 03:23:00,14/Feb/23 12:00 AM,2023-02-08 08:55:00,Endress Hauser,Service Request (SR),1772.0,446522,1158.0,614.0,0.0
241,241,CI-8118,446512,Closed,askarja,2023-02-06 20:05:00,13/Feb/23 12:00 AM,2023-04-19 01:24:00,TeamBank AG,Service Request (SR),102559.0,446512,38324.0,64235.0,63103.0
242,242,CI-8107,446322,Closed,achattopadhyay,2023-02-06 10:29:00,09/Feb/23 12:00 AM,2023-02-16 15:46:00,Endress Hauser,Service Request (SR),14717.0,446322,58.0,14659.0,4328.0
243,243,CI-8105,446288,Closed,yutaka.yasumi,2023-02-06 08:43:00,13/Feb/23 12:00 AM,2023-03-10 08:00:00,Daimler (MFTBC),Service Request (SR),46037.0,446288,32814.0,13223.0,10261.0
244,244,CI-8104,446263,Closed,yutaka.yasumi,2023-02-06 04:47:00,10/Feb/23 12:00 AM,2023-02-07 13:20:00,Porsche,Service Request (SR),1953.0,446263,1924.0,29.0,0.0
245,245,CI-8102,446156,Closed,alejandro.ruizrobles,2023-02-03 14:28:00,10/Feb/23 12:00 AM,2023-02-09 10:45:00,Numiga,Service Request (SR),8417.0,446156,573.0,7844.0,6852.0
246,246,CI-8098,446049,Closed,yutaka.yasumi,2023-02-03 08:46:00,10/Feb/23 12:00 AM,2023-02-27 10:51:00,Continental,Service Request (SR),34685.0,446049,12533.0,22152.0,9110.0
247,247,CI-8093,445763,Closed,alejandro.ruizrobles,2023-02-02 08:59:00,09/Feb/23 12:00 AM,2023-06-08 15:06:00,Numiga,Service Request (SR),181807.0,445763,1275.0,180532.0,178857.0
248,248,CI-8085,445018,Closed,yutaka.yasumi,2023-01-31 01:48:00,07/Feb/23 12:00 AM,2023-03-03 03:28:00,Porsche,Service Request (SR),44740.0,445018,24059.0,20681.0,20681.0
249,249,CI-8084,445012,Closed,yutaka.yasumi,2023-01-31 01:18:00,07/Feb/23 12:00 AM,2023-01-31 14:16:00,Eberspacher,Service Request (SR),778.0,445012,262.0,516.0,3.0
250,250,CI-8083,444863,Closed,yutaka.yasumi,2023-01-30 16:24:00,07/Feb/23 12:00 AM,2023-03-10 08:01:00,Amadeus,Service Request (SR),55657.0,444863,32700.0,22956.0,11291.0
251,251,CI-8082,444818,Closed,nsanchezruiz,2023-01-30 15:20:00,03/Feb/23 12:00 AM,2023-02-23 12:25:00,Allianz,Service Request (SR),34385.0,444818,3227.0,31158.0,11352.0
252,252,CI-8081,444805,Closed,yutaka.yasumi,2023-01-30 15:06:00,06/Feb/23 12:00 AM,2023-03-03 03:29:00,Amadeus,Service Request (SR),45383.0,444805,23974.0,21409.0,11401.0
253,253,CI-8080,444792,Closed,yutaka.yasumi,2023-01-30 14:45:00,07/Feb/23 12:00 AM,2023-02-16 08:25:00,Endress Hauser,Service Request (SR),24100.0,444792,4206.0,19894.0,11328.0
254,254,CI-8063,443892,Closed,ccasper,2023-01-26 14:34:00,01/Feb/23 12:00 AM,2023-02-01 09:42:00,Egis,Service Request (SR),8348.0,443892,31.0,8317.0,8299.0
255,255,CI-8057,443742,Closed,yutaka.yasumi,2023-01-26 07:23:00,31/Jan/23 12:00 AM,2023-01-30 02:07:00,Heidelberg Cement,Service Request (SR),5444.0,443742,4330.0,1114.0,12.0
256,256,CI-8055,443734,Closed,yutaka.yasumi,2023-01-26 03:10:00,31/Jan/23 12:00 AM,2023-03-14 02:18:00,Eberspacher,Service Request (SR),67628.0,443734,8770.0,58858.0,10489.0
257,257,CI-8053,443534,Closed,ccasper,2023-01-25 09:38:00,26/Jan/23 12:00 AM,2023-01-26 13:46:00,Egis,Service Request (SR),1688.0,443534,68.0,1620.0,1619.0
258,258,CI-8052,443529,Closed,yutaka.yasumi,2023-01-25 09:22:00,31/Jan/23 12:00 AM,2023-03-17 00:58:00,Porsche,Service Request (SR),72936.0,443529,34572.0,38364.0,20595.0
259,259,CI-8051,443518,Closed,yutaka.yasumi,2023-01-25 08:52:00,27/Jan/23 12:00 AM,2023-02-10 07:11:00,Daimler (MFTBC),Service Request (SR),22939.0,443518,22496.0,443.0,45.0
260,260,CI-8050,443498,Closed,yutaka.yasumi,2023-01-25 07:06:00,31/Jan/23 12:00 AM,2023-01-26 07:24:00,Heidelberg Cement,Service Request (SR),1458.0,443498,1.0,1457.0,1.0
261,261,CI-8048,443357,Closed,nsanchezruiz,2023-01-24 13:34:00,06/Feb/23 12:00 AM,2023-04-03 15:44:00,msg systems,Service Request (SR),99490.0,443357,1205.0,98285.0,62100.0
262,262,CI-8047,443341,Closed,alejandro.ruizrobles,2023-01-24 12:33:00,31/Jan/23 12:00 AM,2023-02-09 17:16:00,Numiga,Service Request (SR),23323.0,443341,217.0,23106.0,22830.0
263,263,CI-8046,443331,Closed,nsanchezruiz,2023-01-24 12:24:00,31/Jan/23 12:00 AM,2023-03-14 16:18:00,Porsche,Service Request (SR),70794.0,443331,48959.0,21835.0,20127.0
264,264,CI-8044,443290,Closed,muellert,2023-01-24 10:27:00,31/Jan/23 12:00 AM,2023-01-24 13:55:00,Porsche,Service Request (SR),208.0,443290,102.0,106.0,36.0
265,265,CI-8041,443211,Closed,yutaka.yasumi,2023-01-24 05:46:00,31/Jan/23 12:00 AM,2023-03-10 08:05:00,Rewe Group,Service Request (SR),64939.0,443211,37581.0,27358.0,13502.0
266,266,CI-8040,443165,Closed,ccasper,2023-01-23 16:42:00,31/Jan/23 12:00 AM,2023-02-03 11:44:00,Allianz,Service Request (SR),15542.0,443165,6983.0,8559.0,8414.0
267,267,CI-8039,443101,Closed,alejandro.ruizrobles,2023-01-23 13:30:00,31/Jan/23 12:00 AM,2023-01-31 17:57:00,Numiga,Service Request (SR),11787.0,443101,569.0,11218.0,4017.0
